company_name,homepage_url,contact_url,email,phone,address,source_url
株式会社 渡辺組 – いわき市の土木建築不動産は株式会社渡辺組にお任せ下さい,,https://www.wacon21.co.jp/watanabe/wcon-contact/,,0246-43-2981,,https://www.wacon21.co.jp/
埼玉県行田市熊谷市で 建設注文住宅リフォームの大野建設,,https://www.oono.gr.jp/contact/,,048-553-0100,,https://www.oono.gr.jp/
小川工業株式会社,,https://www.ogawa-k.co.jp/contact/,,,,https://www.ogawa-k.co.jp/
株式会社小島組｜神奈川県厚木市の総合建設会社,,https://www.kojimagumi.co.jp/contact/,,046-221-4545,,https://www.kojimagumi.co.jp/
コラム建設,,https://column-jp.com/contact-2/,,0463-83-8191,,https://column-jp.com/
石川建設株式会社 | 太田の地域Ｎｏ１を目指しています。,,http://www.ishikawa-inc.co.jp/%e3%81%8a%e5%95%8f%e3%81%84%e5%90%88%e3%82%8f%e3%81%9b/,,,,http://www.ishikawa-inc.co.jp/
TOP｜大貫工務店,,https://www.oonuki.co.jp/contact,,029-239-3883,,https://www.oonuki.co.jp/
谷原建設株式会社 土木・建築・環境事業 茨城県つくばみらい市,,https://ywr.co.jp/contact/,,0297-52-2298,,https://ywr.co.jp/
株式会社DI・SANWA CORPORATION,,http://di-sanwa.com/contact,,,,http://di-sanwa.com/
マルホ建設株式会社 | 地域の明日を築く,,https://maruho-kensetsu.co.jp/25-2/,,0287-23-1044,,https://maruho-kensetsu.co.jp/
株式会社波多野工務店,,https://www.hatanokoumuten.co.jp/form,,0120-776-311,,https://www.hatanokoumuten.co.jp/
個人注文住宅、マンション、医療施設、モデルルームの建築・設計・施工｜松田建設(名古屋市守山区）,,https://www.matsudakensetsu.jp/askus/,,,,https://www.matsudakensetsu.jp/
ハネットグループ | 名古屋・豊橋・岡崎・豊田・愛知の土地活用、マンション建設・事務所建設住宅建設なら花田工務店,,https://www.ha-net.co.jp/contact/,,0532-53-2161,,https://www.ha-net.co.jp/hanada/
株式会社オーバル | 総合建設・企画・設計・施工,,https://www.oval-ha.jp/contact,,053-488-7244,,https://www.oval-ha.jp/
加和太建設株式会社,,https://www.kawata.org/contact/,,,,https://www.kawata.org/
芙蓉建設（株） 公式サイト | 山梨県の総合建設会社（ゼネコン）,,https://www.fuyo-kensetsu.co.jp/publics/index/43/,,0555-24-2281,,https://www.fuyo-kensetsu.co.jp/
佐伯綜合建設株式会社 -,,https://www.saekisogo.com/contact,,0574-53-2555,,https://www.saekisogo.com/
建設事業・夢ハウス木造注文住宅・環境LED事業,,https://www.shuwa-con.com/contact/,,0258-82-0535,,https://www.shuwa-con.com/
株式会社小野組｜土木・インフラ・地域建設業,,https://www.ono-gumi.co.jp/company#syozaichi,,,,https://www.ono-gumi.co.jp/
富山県の総合建設会社　株式会社岡部,,https://www.okabe-net.co.jp/contact/,,,,https://www.okabe-net.co.jp/
,,https://www.ac-s.co.jp/contact/,,076-267-7700,,https://www.ac-s.co.jp/
田中建設株式会社,,https://www.tanakakensetu-f.jp/contact/,,0778-22-5255,,https://www.tanakakensetu-f.jp/
三和建設株式会社,,https://www.sgc-web.co.jp/contact/,,,,https://www.sgc-web.co.jp/
大阪で土地活用といえば創業 50 年の進和建設工業,,https://e-shinwa.net/contact/,,072-252-1049,,https://e-shinwa.net/
南部建設株式会社,,https://www.nambu.co.jp/contact/,,06-6622-0645,,https://www.nambu.co.jp/
建築を通じた、 新たな きっかけ を。,,https://www.sawamura-shiga.co.jp/contact,,0740-36-0130,,https://www.sawamura-shiga.co.jp/
上林建設株式会社（兵庫県宍粟市）,,https://www.uebayasi.co.jp/contact,,0790-62-2828,,https://www.uebayasi.co.jp/
宮崎建設株式会社は、ヒューマンスペースクリエーターとして未来の建築に挑戦します。,,,,,,https://miyazaki-kensetu.co.jp/
佐藤建設株式会社,https://www.satoukensetsu.co.jp/3033,https://www.satoukensetsu.co.jp/contact,,,,https://www.satoukensetsu.co.jp/
株式会社まつもとコーポレーション,,https://www.matsu-co.com/inquiry,,086-230-1155,,https://www.matsu-co.com/
澤田建設株式会社,,https://www.sawata.com/contact,,0835-22-2634,,https://www.sawata.com/
株式会社太昭組 | 山口県岩国市の総合建設会社,,https://taishogumi.com/contact/,,0120-73-6161,,https://taishogumi.com/
福岡・山口｜マンション・商業開発・土地活用・新築一戸建て｜株式会社安成工務店,,,,083-252-2419,,https://www.yasunari-komuten.com/
,,https://yamatahome.com/news/contact,,0857-30-5211,,https://yamatahome.com/
香川県の建設会社・工務店は 株式会社 菅組｜建築・住宅・リノベーション,,https://www.suga-ac.co.jp/contact/,,0875-82-2441,,https://www.suga-ac.co.jp/
和建設株式会社 コーポレートウェブサイト,,https://www.kano-kensetsu.com/support/contact,,088-885-5888,,https://www.kano-kensetsu.com/
ミタニ建設工業株式会社,,,,,,https://www.mitaken.co.jp/
株式会社松尾組,,https://www.m-matsuo.co.jp/contact/,,,,https://www.m-matsuo.co.jp/
株式会社宇佐美・工業　土木、舗装、解体、外構、地盤改良、地盤調査、測量、設計、調査など民間工事及び公共工事まで幅広く対応,,https://usami-k.com/contact,,096-368-4700,,https://usami-k.com/
株式会社木村建設,https://kimura-c.co.jp/contact/,https://kimura-c.co.jp/contact/,,096-344-3271,,https://kimura-c.co.jp/
鹿児島市、霧島市、姶良市、鹿屋市、薩摩川内市の 注文住宅・家づくりなら丸和建設,,,,0120-550-835,,https://www.maruwa-net.co.jp/
株式会社久保工務店,,https://www.kubokomuten.co.jp/contact,,099-285-5181,,https://www.kubokomuten.co.jp/
照正組 | 沖縄の総合建設業・アパート建築・設計・施工でおなじみの照正組。土地有効活用のネクステージによるアパート・マンション建築・経営のサポートをしています,,,,098-834-3783,,https://terumasagumi.co.jp/
新・建設業 地方創生研究会 | 「地域で活用しきれていない土地」と「商業地として利用したいテナント出店希望者」と「地域に根付いた建築事業者」をつないで街を作る。それは地方創生に繋がる活動です。遊休不動産をお持ちの方、テナント出店をご希望でお探しの方、建設業者の方それぞれに向けたサービスを提供しています。,,https://chihososei.jp/form/,,0120-222-641,,https://chihososei.jp/member/?utm_source=chatgpt.com#map
新・建設業 地方創生研究会 | 「地域で活用しきれていない土地」と「商業地として利用したいテナント出店希望者」と「地域に根付いた建築事業者」をつないで街を作る。それは地方創生に繋がる活動です。遊休不動産をお持ちの方、テナント出店をご希望でお探しの方、建設業者の方それぞれに向けたサービスを提供しています。,,https://chihososei.jp/form/,,0120-222-641,,https://chihososei.jp/company/
新・建設業 地方創生研究会 | 「地域で活用しきれていない土地」と「商業地として利用したいテナント出店希望者」と「地域に根付いた建築事業者」をつないで街を作る。それは地方創生に繋がる活動です。遊休不動産をお持ちの方、テナント出店をご希望でお探しの方、建設業者の方それぞれに向けたサービスを提供しています。,,https://chihososei.jp/form/,,0120-222-641,,https://chihososei.jp/privacy/
新・建設業 地方創生研究会 | 「地域で活用しきれていない土地」と「商業地として利用したいテナント出店希望者」と「地域に根付いた建築事業者」をつないで街を作る。それは地方創生に繋がる活動です。遊休不動産をお持ちの方、テナント出店をご希望でお探しの方、建設業者の方それぞれに向けたサービスを提供しています。,,https://chihososei.jp/form/,,0120-222-641,,https://chihososei.jp/news/7497/
新・建設業 地方創生研究会 | 「地域で活用しきれていない土地」と「商業地として利用したいテナント出店希望者」と「地域に根付いた建築事業者」をつないで街を作る。それは地方創生に繋がる活動です。遊休不動産をお持ちの方、テナント出店をご希望でお探しの方、建設業者の方それぞれに向けたサービスを提供しています。,,https://chihososei.jp/form/,,0120-222-641,,https://chihososei.jp/news/7405/
新・建設業 地方創生研究会 | 「地域で活用しきれていない土地」と「商業地として利用したいテナント出店希望者」と「地域に根付いた建築事業者」をつないで街を作る。それは地方創生に繋がる活動です。遊休不動産をお持ちの方、テナント出店をご希望でお探しの方、建設業者の方それぞれに向けたサービスを提供しています。,,https://chihososei.jp/form/,,0120-222-641,,https://chihososei.jp/philosophy/
新・建設業 地方創生研究会 | 「地域で活用しきれていない土地」と「商業地として利用したいテナント出店希望者」と「地域に根付いた建築事業者」をつないで街を作る。それは地方創生に繋がる活動です。遊休不動産をお持ちの方、テナント出店をご希望でお探しの方、建設業者の方それぞれに向けたサービスを提供しています。,,https://chihososei.jp/form/,,0120-222-641,,https://chihososei.jp/message/
新・建設業 地方創生研究会 | 「地域で活用しきれていない土地」と「商業地として利用したいテナント出店希望者」と「地域に根付いた建築事業者」をつないで街を作る。それは地方創生に繋がる活動です。遊休不動産をお持ちの方、テナント出店をご希望でお探しの方、建設業者の方それぞれに向けたサービスを提供しています。,,https://chihososei.jp/form/,,0120-222-641,,https://chihososei.jp/activity/ppp%E3%83%BBpfi%E9%83%A8%E4%BC%9A%E3%80%80web%E3%82%BB%E3%83%9F%E3%83%8A%E3%83%BC%E9%96%8B%E5%82%AC-7/
新・建設業 地方創生研究会 | 「地域で活用しきれていない土地」と「商業地として利用したいテナント出店希望者」と「地域に根付いた建築事業者」をつないで街を作る。それは地方創生に繋がる活動です。遊休不動産をお持ちの方、テナント出店をご希望でお探しの方、建設業者の方それぞれに向けたサービスを提供しています。,,https://chihososei.jp/form/,,0120-222-641,,https://chihososei.jp/activity/%E6%88%A6%E7%95%A5%E7%B5%8C%E5%96%B6%E9%83%A8%E4%BC%9A%E3%80%80%E5%85%AC%E9%96%8B%E3%82%BB%E3%83%9F%E3%83%8A%E3%83%BC/
新・建設業 地方創生研究会 | 「地域で活用しきれていない土地」と「商業地として利用したいテナント出店希望者」と「地域に根付いた建築事業者」をつないで街を作る。それは地方創生に繋がる活動です。遊休不動産をお持ちの方、テナント出店をご希望でお探しの方、建設業者の方それぞれに向けたサービスを提供しています。,,https://chihososei.jp/form/,,0120-222-641,,https://chihososei.jp/case/6639/
